"c:\workspace\powershell\src\Package\Debug\ResourceManager\AzureResourceManager\Az.Advisor\Microsoft.Azure.PowerShell.Cmdlets.Advisor.dll","Microsoft.Azure.Commands.Advisor.Cmdlets.DisableAzAdvisorRecommendation","Disable-AzAdvisorRecommendation","1","8410","Parameter Days of cmdlet Disable-AzAdvisorRecommendation does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Microsoft.Azure.PowerShell.Cmdlets.Network.dll","Microsoft.Azure.Commands.Network.SetAzPrivateEndpointCommand","Set-AzPrivateEndpoint","1","8100","Set-AzPrivateEndpoint Does not support ShouldProcess but the cmdlet verb Set indicates that it should.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
"Microsoft.Azure.PowerShell.Cmdlets.Network.dll","Microsoft.Azure.Commands.Network.ApproveAzurePrivateEndpointConnection","Approve-AzPrivateEndpointConnection","1","8100","Approve-AzPrivateEndpointConnection Does not support ShouldProcess but the cmdlet verb Approve indicates that it should.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
"Microsoft.Azure.PowerShell.Cmdlets.Network.dll","Microsoft.Azure.Commands.Network.DenyAzurePrivateEndpointConnection","Deny-AzPrivateEndpointConnection","1","8100","Deny-AzPrivateEndpointConnection Does not support ShouldProcess but the cmdlet verb Deny indicates that it should.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
"Microsoft.Azure.PowerShell.Cmdlets.Network.dll","Microsoft.Azure.Commands.Network.SetAzurePrivateLinkServiceCommand","Set-AzPrivateLinkService","1","8100","Set-AzPrivateLinkService Does not support ShouldProcess but the cmdlet verb Set indicates that it should.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
"Microsoft.Azure.PowerShell.Cmdlets.Network.dll","Microsoft.Azure.Commands.Network.NewAzureRmVpnConnectionCommand","New-AzVpnConnection","1","8410","Parameter UsePolicyBasedTrafficSelectors of cmdlet New-AzVpnConnection does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Microsoft.Azure.PowerShell.Cmdlets.Network.dll","Microsoft.Azure.Commands.Network.NewAzVpnSiteLinkConnectionCommand","New-AzVpnSiteLinkConnection","1","8100","New-AzVpnSiteLinkConnection Does not support ShouldProcess but the cmdlet verb New indicates that it should.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
"Microsoft.Azure.PowerShell.Cmdlets.Network.dll","Microsoft.Azure.Commands.Network.NewAzVpnSiteLinkConnectionCommand","New-AzVpnSiteLinkConnection","1","8410","Parameter UsePolicyBasedTrafficSelectors of cmdlet New-AzVpnSiteLinkConnection does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Microsoft.Azure.PowerShell.Cmdlets.Network.dll","Microsoft.Azure.Commands.Network.NewAzVpnSiteLinkCommand","New-AzVpnSiteLink","1","8100","New-AzVpnSiteLink Does not support ShouldProcess but the cmdlet verb New indicates that it should.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
"Microsoft.Azure.PowerShell.Cmdlets.Network.dll","Microsoft.Azure.Commands.Network.Cortex.VpnGateway.UpdateAzureRmVpnConnectionCommand","Update-AzVpnConnection","1","8410","Parameter UsePolicyBasedTrafficSelectors of cmdlet Update-AzVpnConnection does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Microsoft.Azure.PowerShell.Cmdlets.Network.dll","Microsoft.Azure.Commands.Network.NewAzureExpressRoutePortIdentityCommand","New-AzExpressRoutePortIdentity","1","8100","New-AzExpressRoutePortIdentity Does not support ShouldProcess but the cmdlet verb New indicates that it should.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
"Microsoft.Azure.PowerShell.Cmdlets.Network.dll","Microsoft.Azure.Commands.Network.RemoveAzureExpressRoutePortIdentityCommand","Remove-AzExpressRoutePortIdentity","1","8100","Remove-AzExpressRoutePortIdentity Does not support ShouldProcess but the cmdlet verb Remove indicates that it should.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
"Microsoft.Azure.PowerShell.Cmdlets.Network.dll","Microsoft.Azure.Commands.Network.SetExpressRoutePortIdentityCommand","Set-AzExpressRoutePortIdentity","1","8100","Set-AzExpressRoutePortIdentity Does not support ShouldProcess but the cmdlet verb Set indicates that it should.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
"Microsoft.Azure.PowerShell.Cmdlets.Network.dll","Microsoft.Azure.Commands.Network.NewAzFirewallPolicyApplicationRuleCommand","New-AzFirewallPolicyApplicationRule","1","8100","New-AzFirewallPolicyApplicationRule Does not support ShouldProcess but the cmdlet verb New indicates that it should.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
"Microsoft.Azure.PowerShell.Cmdlets.Network.dll","Microsoft.Azure.Commands.Network.NewAzureFirewallPolicyFilterRuleCollectionCommand","New-AzFirewallPolicyFilterRuleCollection","1","8100","New-AzFirewallPolicyFilterRuleCollection Does not support ShouldProcess but the cmdlet verb New indicates that it should.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
"Microsoft.Azure.PowerShell.Cmdlets.Network.dll","Microsoft.Azure.Commands.Network.NewAzureFirewallPolicyNatRuleCollectionsCommand","New-AzFirewallPolicyNatRuleCollection","1","8100","New-AzFirewallPolicyNatRuleCollection Does not support ShouldProcess but the cmdlet verb New indicates that it should.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
"Microsoft.Azure.PowerShell.Cmdlets.Network.dll","Microsoft.Azure.Commands.Network.NewAzureFirewallPolicyNetworkRuleCommand","New-AzFirewallPolicyNetworkRule","1","8100","New-AzFirewallPolicyNetworkRule Does not support ShouldProcess but the cmdlet verb New indicates that it should.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
"Microsoft.Azure.PowerShell.Cmdlets.Network.dll","Microsoft.Azure.Commands.Network.AddAzureRmVirtualHubRouteCommand","Add-AzVirtualHubRoute","1","8100","Add-AzVirtualHubRoute Does not support ShouldProcess but the cmdlet verb Add indicates that it should.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
"Microsoft.Azure.PowerShell.Cmdlets.Network.dll","Microsoft.Azure.Commands.Network.AddAzureRmVirtualHubRouteTableCommand","Add-AzVirtualHubRouteTable","1","8100","Add-AzVirtualHubRouteTable Does not support ShouldProcess but the cmdlet verb Add indicates that it should.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
"Microsoft.Azure.PowerShell.Cmdlets.Network.dll","Microsoft.Azure.Commands.Network.NewAzureFirewallThreatIntelWhitelistCommand","New-AzFirewallThreatIntelWhitelist","1","8100","New-AzFirewallThreatIntelWhitelist Does not support ShouldProcess but the cmdlet verb New indicates that it should.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
"Microsoft.Azure.PowerShell.Cmdlets.Network.dll","Microsoft.Azure.Commands.Network.NewAzureFirewallHubPublicIpAddress","New-AzFirewallHubPublicIpAddress","1","8100","New-AzFirewallHubPublicIpAddress Does not support ShouldProcess but the cmdlet verb New indicates that it should.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
"Microsoft.Azure.PowerShell.Cmdlets.Network.dll","Microsoft.Azure.Commands.Network.NewAzureFirewallHubIpAddress","New-AzFirewallHubIpAddress","1","8100","New-AzFirewallHubIpAddress Does not support ShouldProcess but the cmdlet verb New indicates that it should.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
"Microsoft.Azure.PowerShell.Cmdlets.Network.dll","Microsoft.Azure.Commands.Network.NewAzureFirewallPublicIpAddress","New-AzFirewallPublicIpAddress","1","8100","New-AzFirewallPublicIpAddress Does not support ShouldProcess but the cmdlet verb New indicates that it should.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
"Microsoft.Azure.PowerShell.Cmdlets.Network.dll","Microsoft.Azure.Commands.Network.NewAzureApplicationGatewayFirewallPolicyExclusionCommand","New-AzApplicationGatewayFirewallPolicyExclusion","1","8100","New-AzApplicationGatewayFirewallPolicyExclusion Does not support ShouldProcess but the cmdlet verb New indicates that it should.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
"Microsoft.Azure.PowerShell.Cmdlets.Network.dll","Microsoft.Azure.Commands.Network.NewAzureApplicationGatewayFirewallPolicyManagedRuleOverrideCommand","New-AzApplicationGatewayFirewallPolicyManagedRuleOverride","1","8100","New-AzApplicationGatewayFirewallPolicyManagedRuleOverride Does not support ShouldProcess but the cmdlet verb New indicates that it should.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
"Microsoft.Azure.PowerShell.Cmdlets.Network.dll","Microsoft.Azure.Commands.Network.NewAzureApplicationGatewayFirewallPolicyManagedRuleGroupOverrideCommand","New-AzApplicationGatewayFirewallPolicyManagedRuleGroupOverride","1","8100","New-AzApplicationGatewayFirewallPolicyManagedRuleGroupOverride Does not support ShouldProcess but the cmdlet verb New indicates that it should.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
"Microsoft.Azure.PowerShell.Cmdlets.Network.dll","Microsoft.Azure.Commands.Network.NewAzureApplicationGatewayFirewallPolicyManagedRuleSetCommand","New-AzApplicationGatewayFirewallPolicyManagedRuleSet","1","8100","New-AzApplicationGatewayFirewallPolicyManagedRuleSet Does not support ShouldProcess but the cmdlet verb New indicates that it should.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
"Microsoft.Azure.PowerShell.Cmdlets.Network.dll","Microsoft.Azure.Commands.Network.NewAzureApplicationGatewayFirewallPolicyManagedRulesCommand","New-AzApplicationGatewayFirewallPolicyManagedRule","1","8100","New-AzApplicationGatewayFirewallPolicyManagedRule Does not support ShouldProcess but the cmdlet verb New indicates that it should.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
"Microsoft.Azure.PowerShell.Cmdlets.Network.dll","Microsoft.Azure.Commands.Network.NewAzureApplicationGatewayFirewallPolicySettingCommand","New-AzApplicationGatewayFirewallPolicySetting","1","8100","New-AzApplicationGatewayFirewallPolicySetting Does not support ShouldProcess but the cmdlet verb New indicates that it should.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
"Microsoft.Azure.PowerShell.Cmdlets.Network.dll","Microsoft.Azure.Commands.Network.AddAzureRmVirtualHubRouteTableCommand","Add-AzVirtualHubRouteTable","1","8100","Add-AzVirtualHubRouteTable Does not support ShouldProcess but the cmdlet verb Add indicates that it should.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
"Microsoft.Azure.PowerShell.Cmdlets.Network.dll","Microsoft.Azure.Commands.Network.AddAzureApplicationGatewayHttpListenerCommand","Add-AzApplicationGatewayHttpListener","1","8410","Parameter HostNames of cmdlet Add-AzApplicationGatewayHttpListener does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Microsoft.Azure.PowerShell.Cmdlets.Network.dll","Microsoft.Azure.Commands.Network.NewAzureApplicationGatewayHttpListenerCommand","New-AzApplicationGatewayHttpListener","1","8410","Parameter HostNames of cmdlet New-AzApplicationGatewayHttpListener does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Microsoft.Azure.PowerShell.Cmdlets.Network.dll","Microsoft.Azure.Commands.Network.SetAzureApplicationGatewayHttpListenerCommand","Set-AzApplicationGatewayHttpListener","1","8410","Parameter HostNames of cmdlet Set-AzApplicationGatewayHttpListener does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Microsoft.Azure.PowerShell.Cmdlets.Network.dll","Microsoft.Azure.Commands.Network.NewAzVpnSiteLinkCommand","New-AzVpnSiteLink","1","8510","Cmdlet 'New-AzVpnSiteLink' has multiple parameter sets, but no defined default parameter set.","Define a default parameter set in the cmdlet attribute."
"Microsoft.Azure.PowerShell.Cmdlets.Network.dll","Microsoft.Azure.Commands.Network.GetAzureIpAllocationCommand","Get-AzIpAllocation","1","8510","Cmdlet 'Get-AzIpAllocation' has multiple parameter sets, but no defined default parameter set.","Define a default parameter set in the cmdlet attribute."
"Microsoft.Azure.PowerShell.Cmdlets.Network.dll","Microsoft.Azure.Commands.Network.RemoveAzureIpAllocationCommand","Remove-AzIpAllocation","1","8510","Cmdlet 'Remove-AzIpAllocation' has multiple parameter sets, but no defined default parameter set.","Define a default parameter set in the cmdlet attribute."
"Microsoft.Azure.PowerShell.Cmdlets.Network.dll","Microsoft.Azure.Commands.Network.SetAzureIpAllocationCommand","Set-AzIpAllocation","1","8100","Set-AzIpAllocation Does not support ShouldProcess but the cmdlet verb Set indicates that it should.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
